id,lat,lng,neighborhood,zip,property_type,parcel_size,zoning,crime_trend,permit_activity,income,population_growth,crime_history,permit_history,population_history,transit_distance,crime_count_nearby,violent_crime_count_nearby,permit_count_nearby,nearest_station,transit_stop_count_nearby,features_crimeTrend,features_permitGrowth,features_transitScore,features_incomeScore,features_populationGrowth,scores_investmentScore,scores_growthScore,scores_riskScore,scores_finalScore,forecast_scores_1y,forecast_scores_3y,forecast_scores_5y,forecast_crime_forecast,forecast_permit_forecast,forecast_population_forecast,current_population,population_growth_1y,population_growth_3y,median_age,pct_age_18_24,pct_age_25_34,pct_age_35_54,pct_age_55_plus,zip_median_household_income,community_median_household_income,community_per_capita_income,household_income_growth_1y,renter_pct,owner_pct,unemployment_rate,hardship_index,poverty_rate,full_address,assessed_value,land_assessed_value,building_assessed_value,assessed_value_year,last_sale_price,last_sale_date,ownership_duration_years,sale_count_known,average_school_rating_nearby,elementary_school_rating_avg,high_school_rating_avg,school_count_nearby,coffee_shop_count_nearby,restaurant_count_nearby,grocery_count_nearby,park_count_nearby,hospital_count_nearby,amenity_density_score,school_poi_count_nearby,hospital_poi_count_nearby,university_poi_count_nearby,office_poi_count_nearby,park_poi_count_nearby,poi_density_score
65660,41.73253836838667,-87.65705615590763,WASHINGTON HEIGHTS,60601,opportunity_site,0,RS-3,-0.3636,-0.1538,,,"[{""year"": 2022, ""crime_count"": 21, ""violent_crime_count"": 6}, {""year"": 2023, ""crime_count"": 33, ""violent_crime_count"": 12}, {""year"": 2024, ""crime_count"": 21, ""violent_crime_count"": 6}, {""year"": 2025, ""crime_count"": 20, ""violent_crime_count"": 4}]","[{""year"": 2022, ""permit_count"": 13}, {""year"": 2023, ""permit_count"": 16}, {""year"": 2024, ""permit_count"": 9}, {""year"": 2025, ""permit_count"": 20}]",[],0.2905,7,4,11,87th Street & Laflin,12,-0.047619047619047616,1.2222222222222223,0.7748934521503293,0.16666666666666666,0,77,82,67,82,,,,"{'1y': 20.0, '3y': 17.0, '5y': 14.0}","{'1y': 18.0, '3y': 20.800000000000182, '5y': 23.600000000000364}",,45000,-0.01,-0.028,40.4,0.072,0.121,0.252,0.288,50000,47092,19245,0.0546,0.36,0.64,0.158,57,0.217,"8109 S Halsted St, CHICAGO, IL, 60601",181267,76813,104454,2026,214665,2020-07-01T00:00:00.000,6.58,3,2.4,2.78,2.1,5,0,4,2,5,0,0.14,2,1,0,0,5,0.5
63304,41.7918255239407,-87.68800037464345,GAGE PARK,60629,opportunity_site,5162,RS-3,5.0,3.5,53318,0.014,"[{""year"": 2022, ""crime_count"": 13, ""violent_crime_count"": 2}, {""year"": 2023, ""crime_count"": 14, ""violent_crime_count"": 6}, {""year"": 2024, ""crime_count"": 25, ""violent_crime_count"": 6}, {""year"": 2025, ""crime_count"": 14, ""violent_crime_count"": 6}]","[{""year"": 2022, ""permit_count"": 7}, {""year"": 2023, ""permit_count"": 16}, {""year"": 2024, ""permit_count"": 14}, {""year"": 2025, ""permit_count"": 9}]","[{""year"": 2021, ""population"": 107487}, {""year"": 2022, ""population"": 108997}]",0.1349,6,2,9,55th Street & Rockwell,22,-0.44,-0.35714285714285715,0.8811349017534584,0.19431666666666667,0.014048210481267502,73,66,60,77,"{'investmentScore': 76, 'growthScore': 75, 'riskScore': 95, 'finalScore': 71}","{'investmentScore': 79, 'growthScore': 81, 'riskScore': 95, 'finalScore': 74}","{'investmentScore': 79, 'growthScore': 82, 'riskScore': 95, 'finalScore': 75}","{'1y': 20.0, '3y': 22.800000000000182, '5y': 25.600000000000364}","{'1y': 12.5, '3y': 13.299999999999955, '5y': 14.099999999999909}","{'1y': 110507.0, '3y': 113527.0, '5y': 116547.0}",108997,0.014,0.0392,27.9,0.12,0.246,0.234,0.111,53318,59133,11775,0.0426,0.45,0.55,0.098,55,0.236,"4952 S Sacramento Ave, CHICAGO, IL, 60629",177224,87116,90108,2026,135688,2005-11-01T00:00:00.000,21.92,3,3.2,3.63,3.0,7,2,11,2,2,0,0.21,2,0,0,0,2,0.25
11330,41.88137933289834,-87.69191926979119,NEAR WEST SIDE,60607,opportunity_site,0,C2-2,-0.4667,0.0,,,"[{""year"": 2022, ""crime_count"": 30, ""violent_crime_count"": 11}, {""year"": 2023, ""crime_count"": 48, ""violent_crime_count"": 16}, {""year"": 2024, ""crime_count"": 26, ""violent_crime_count"": 12}, {""year"": 2025, ""crime_count"": 28, ""violent_crime_count"": 10}]","[{""year"": 2022, ""permit_count"": 14}, {""year"": 2023, ""permit_count"": 6}, {""year"": 2024, ""permit_count"": 18}, {""year"": 2025, ""permit_count"": 27}]",[],0.2119,8,1,3,Madison & California,24,0.07692307692307693,0.5,0.8251505899826719,0.16666666666666666,0,74,73,76,75,,,,"{'1y': 26.0, '3y': 20.399999999999636, '5y': 14.799999999999272}","{'1y': 29.0, '3y': 39.20000000000073, '5y': 49.400000000001455}",,28797,-0.0398,-0.1114,31.1,0.13,0.332,0.228,0.141,50000,50559,43760,-0.012,0.617,0.383,0.059,17,0.123,"2588 W Madison St, CHICAGO, IL, 60607",103720,51529,52191,2026,90030,2012-04-01T00:00:00.000,14.33,2,4.2,3.81,3.6,6,10,35,4,7,2,0.72,1,3,0,1,7,0.75
62816,41.88169091949103,-87.66983656786506,NEAR WEST SIDE,60607,opportunity_site,0,PD 522,0.4444,0.0,,,"[{""year"": 2022, ""crime_count"": 27, ""violent_crime_count"": 7}, {""year"": 2023, ""crime_count"": 38, ""violent_crime_count"": 9}, {""year"": 2024, ""crime_count"": 33, ""violent_crime_count"": 13}, {""year"": 2025, ""crime_count"": 23, ""violent_crime_count"": 8}]","[{""year"": 2022, ""permit_count"": 29}, {""year"": 2023, ""permit_count"": 27}, {""year"": 2024, ""permit_count"": 32}, {""year"": 2025, ""permit_count"": 22}]",[],0.0277,13,7,13,Madison & Paulina,35,-0.30303030303030304,-0.3125,0.9730466089325678,0.16666666666666666,0,72,64,60,76,,,,"{'1y': 26.0, '3y': 22.59999999999991, '5y': 19.199999999999818}","{'1y': 23.5, '3y': 20.300000000000182, '5y': 17.100000000000364}",,28797,-0.0398,-0.1114,34.0,0.128,0.307,0.226,0.136,50000,45381,44420,-0.0134,0.609,0.391,0.057,17,0.142,"100 N Morgan St, CHICAGO, IL, 60607",143714,41589,102125,2026,188850,2019-09-01T00:00:00.000,7.75,1,3.6,3.83,3.7,5,13,26,3,7,2,0.64,2,2,0,0,7,0.69
2906537-20260516,41.9015515657,-87.6345374449,NEAR NORTH SIDE,60610,business_candidate,0,Raffles,0.1429,-0.2353,106277,0.0114,"[{""year"": 2022, ""crime_count"": 56, ""violent_crime_count"": 17}, {""year"": 2023, ""crime_count"": 55, ""violent_crime_count"": 16}, {""year"": 2024, ""crime_count"": 70, ""violent_crime_count"": 22}, {""year"": 2025, ""crime_count"": 69, ""violent_crime_count"": 20}]","[{""year"": 2022, ""permit_count"": 93}, {""year"": 2023, ""permit_count"": 88}, {""year"": 2024, ""permit_count"": 90}, {""year"": 2025, ""permit_count"": 91}]","[{""year"": 2021, ""population"": 42422}, {""year"": 2022, ""population"": 42904}]",0.1155,40,10,26,LaSalle & Oak,47,-0.014285714285714285,0.011111111111111112,0.8964589870013447,0.6356416666666667,0.011362029135825751,83,70,70,79,"{'investmentScore': 83, 'growthScore': 69, 'riskScore': 78, 'finalScore': 77}","{'investmentScore': 85, 'growthScore': 74, 'riskScore': 89, 'finalScore': 76}","{'investmentScore': 85, 'growthScore': 75, 'riskScore': 95, 'finalScore': 74}","{'1y': 76.0, '3y': 86.79999999999927, '5y': 97.59999999999854}","{'1y': 89.5, '3y': 88.70000000000005, '5y': 87.90000000000009}","{'1y': 43386.0, '3y': 44350.0, '5y': 45314.0}",42904,0.0114,0.0319,34.6,0.1,0.332,0.27,0.201,106277,94992,75644,-0.0363,0.707,0.293,0.048,1,0.085,"171 W Kinzie St, CHICAGO, IL, 60610",222524,106466,116058,2026,333178,2018-10-01T00:00:00.000,8.83,4,4.5,5.62,5.1,9,15,37,6,5,2,0.81,1,2,0,3,5,0.69
2510900-20260516,41.884281738,-87.6618616199,NEAR WEST SIDE,60607,business_candidate,0,Regulated Business License,0.2222,1.0,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 30, ""violent_crime_count"": 5}, {""year"": 2023, ""crime_count"": 43, ""violent_crime_count"": 11}, {""year"": 2024, ""crime_count"": 38, ""violent_crime_count"": 9}, {""year"": 2025, ""crime_count"": 30, ""violent_crime_count"": 8}]","[{""year"": 2022, ""permit_count"": 69}, {""year"": 2023, ""permit_count"": 73}, {""year"": 2024, ""permit_count"": 44}, {""year"": 2025, ""permit_count"": 69}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.1864,22,9,30,Madison & Loomis,16,-0.21052631578947367,0.5681818181818182,0.8428860418071478,0.7458333333333333,-0.039779926642214074,83,66,60,81,"{'investmentScore': 79, 'growthScore': 60, 'riskScore': 80, 'finalScore': 72}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 78, 'finalScore': 72}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 75, 'finalScore': 72}","{'1y': 34.0, '3y': 33.0, '5y': 32.0}","{'1y': 56.5, '3y': 50.69999999999982, '5y': 44.899999999999636}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,34.4,0.121,0.265,0.231,0.141,119500,108039,52175,-0.0351,0.598,0.402,0.06,17,0.145,"113 N Throop St, CHICAGO, IL, 60607",312794,110994,201800,2026,526672,2014-02-01T00:00:00.000,12.17,1,3.6,3.9,3.9,9,9,29,3,5,4,0.62,2,5,0,2,5,0.88
2208091-20260516,41.8924452824,-87.6327553744,NEAR NORTH SIDE,60654,business_candidate,0,Regulated Business License,1.1463,0.0882,138279,0.0739,"[{""year"": 2022, ""crime_count"": 145, ""violent_crime_count"": 28}, {""year"": 2023, ""crime_count"": 137, ""violent_crime_count"": 35}, {""year"": 2024, ""crime_count"": 126, ""violent_crime_count"": 27}, {""year"": 2025, ""crime_count"": 109, ""violent_crime_count"": 21}]","[{""year"": 2022, ""permit_count"": 205}, {""year"": 2023, ""permit_count"": 201}, {""year"": 2024, ""permit_count"": 225}, {""year"": 2025, ""permit_count"": 201}]","[{""year"": 2021, ""population"": 21859}, {""year"": 2022, ""population"": 23475}]",0.0409,88,24,74,LaSalle & Ontario,54,-0.1349206349206349,-0.10666666666666667,0.9607070804111827,0.902325,0.07392835902831786,91,74,61,86,"{'investmentScore': 92, 'growthScore': 76, 'riskScore': 64, 'finalScore': 86}","{'investmentScore': 92, 'growthScore': 76, 'riskScore': 60, 'finalScore': 87}","{'investmentScore': 92, 'growthScore': 76, 'riskScore': 60, 'finalScore': 88}","{'1y': 99.5, '3y': 75.70000000000073, '5y': 51.900000000001455}","{'1y': 211.0, '3y': 213.4000000000001, '5y': 215.80000000000018}","{'1y': 25091.0, '3y': 28323.0, '5y': 31555.0}",23475,0.0739,0.2069,33.8,0.1,0.336,0.247,0.161,138279,122774,74993,-0.0173,0.764,0.236,0.041,1,0.077,"129 W Chestnut St, CHICAGO, IL, 60654",473178,169099,304079,2026,354851,2013-01-01T00:00:00.000,13.08,2,5.7,4.99,5.5,7,14,55,5,5,3,1.0,1,2,1,2,5,0.69
2967398-20260516,41.8818224938,-87.635436571,LOOP,60606,business_candidate,0,Limited Business License,0.1053,0.1071,133333,0.0652,"[{""year"": 2022, ""crime_count"": 90, ""violent_crime_count"": 24}, {""year"": 2023, ""crime_count"": 101, ""violent_crime_count"": 25}, {""year"": 2024, ""crime_count"": 93, ""violent_crime_count"": 17}, {""year"": 2025, ""crime_count"": 110, ""violent_crime_count"": 24}]","[{""year"": 2022, ""permit_count"": 442}, {""year"": 2023, ""permit_count"": 400}, {""year"": 2024, ""permit_count"": 391}, {""year"": 2025, ""permit_count"": 362}]","[{""year"": 2021, ""population"": 3298}, {""year"": 2022, ""population"": 3513}]",0.0809,42,13,186,Wells & Madison,45,0.1827956989247312,-0.0741687979539642,0.9251549634563789,0.8611083333333334,0.06519102486355367,90,74,83,79,"{'investmentScore': 90, 'growthScore': 74, 'riskScore': 71, 'finalScore': 83}","{'investmentScore': 89, 'growthScore': 73, 'riskScore': 78, 'finalScore': 80}","{'investmentScore': 88, 'growthScore': 71, 'riskScore': 85, 'finalScore': 77}","{'1y': 111.5, '3y': 121.89999999999964, '5y': 132.29999999999927}","{'1y': 336.5, '3y': 286.6999999999971, '5y': 236.89999999999418}","{'1y': 3728.0, '3y': 4158.0, '5y': 4588.0}",3513,0.0652,0.1826,37.1,0.085,0.331,0.203,0.169,133333,130833,75269,-0.019,0.782,0.218,0.043,1,0.106,"207 W Adams St, CHICAGO, IL, 60606",274470,140641,133829,2026,273639,2022-05-01T00:00:00.000,4.42,4,4.2,4.38,4.1,10,16,55,2,9,2,1.0,1,1,1,1,9,0.81
27729-20260516,41.8695310894,-87.6438815301,NEAR WEST SIDE,60607,business_candidate,0,Filling Station,-0.6667,1.3333,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 23, ""violent_crime_count"": 2}, {""year"": 2023, ""crime_count"": 13, ""violent_crime_count"": 1}, {""year"": 2024, ""crime_count"": 22, ""violent_crime_count"": 5}, {""year"": 2025, ""crime_count"": 27, ""violent_crime_count"": 6}]","[{""year"": 2022, ""permit_count"": 24}, {""year"": 2023, ""permit_count"": 18}, {""year"": 2024, ""permit_count"": 9}, {""year"": 2025, ""permit_count"": 29}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.0635,4,1,7,Taylor & Jefferson,20,0.22727272727272727,2.2222222222222223,0.9402914903620123,0.7458333333333333,-0.039779926642214074,92,86,86,83,"{'investmentScore': 80, 'growthScore': 60, 'riskScore': 69, 'finalScore': 75}","{'investmentScore': 79, 'growthScore': 60, 'riskScore': 80, 'finalScore': 71}","{'investmentScore': 79, 'growthScore': 60, 'riskScore': 91, 'finalScore': 68}","{'1y': 26.5, '3y': 30.699999999999818, '5y': 34.899999999999636}","{'1y': 21.5, '3y': 22.700000000000045, '5y': 23.90000000000009}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,33.4,0.123,0.271,0.25,0.145,119500,119121,52269,-0.0287,0.636,0.364,0.063,16,0.116,"545 W Adams St, CHICAGO, IL, 60607",381537,168593,212944,2026,408008,2013-06-01T00:00:00.000,13.5,1,3.6,4.17,3.8,10,14,39,3,4,2,0.78,1,3,0,4,4,0.75
1096426-20260516,41.8673194053,-87.639056746,NEAR WEST SIDE,60607,business_candidate,0,Retail Food Establishment,-0.0769,0.5,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 29, ""violent_crime_count"": 5}, {""year"": 2023, ""crime_count"": 21, ""violent_crime_count"": 3}, {""year"": 2024, ""crime_count"": 23, ""violent_crime_count"": 4}, {""year"": 2025, ""crime_count"": 35, ""violent_crime_count"": 9}]","[{""year"": 2022, ""permit_count"": 28}, {""year"": 2023, ""permit_count"": 20}, {""year"": 2024, ""permit_count"": 13}, {""year"": 2025, ""permit_count"": 31}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.2002,12,3,6,Clinton & Taylor,14,0.5217391304347826,1.3846153846153846,0.8331944675887353,0.7458333333333333,-0.039779926642214074,86,76,95,75,"{'investmentScore': 79, 'growthScore': 60, 'riskScore': 64, 'finalScore': 76}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 72, 'finalScore': 73}","{'investmentScore': 77, 'growthScore': 60, 'riskScore': 80, 'finalScore': 71}","{'1y': 32.0, '3y': 36.0, '5y': 40.0}","{'1y': 23.5, '3y': 23.900000000000034, '5y': 24.30000000000001}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,32.2,0.126,0.318,0.241,0.167,119500,129856,44786,0.0451,0.59,0.41,0.058,16,0.134,"784 S Green St, CHICAGO, IL, 60607",262366,126599,135767,2026,188929,2022-04-01T00:00:00.000,4.33,1,4.4,4.27,2.8,7,12,22,4,6,2,0.57,1,3,0,2,6,0.75
2873398-20260516,41.89569596,-87.6347605209,NEAR NORTH SIDE,60654,business_candidate,0,Limited Business License,0.8529,0.16,138279,0.0739,"[{""year"": 2022, ""crime_count"": 87, ""violent_crime_count"": 21}, {""year"": 2023, ""crime_count"": 97, ""violent_crime_count"": 26}, {""year"": 2024, ""crime_count"": 96, ""violent_crime_count"": 24}, {""year"": 2025, ""crime_count"": 74, ""violent_crime_count"": 15}]","[{""year"": 2022, ""permit_count"": 141}, {""year"": 2023, ""permit_count"": 118}, {""year"": 2024, ""permit_count"": 120}, {""year"": 2025, ""permit_count"": 102}]","[{""year"": 2021, ""population"": 21859}, {""year"": 2022, ""population"": 23475}]",0.0781,63,15,29,Chicago & Franklin (Brown line),49,-0.22916666666666666,-0.15,0.9275577404693441,0.902325,0.07392835902831786,90,73,60,86,"{'investmentScore': 90, 'growthScore': 74, 'riskScore': 75, 'finalScore': 82}","{'investmentScore': 89, 'growthScore': 71, 'riskScore': 67, 'finalScore': 83}","{'investmentScore': 89, 'growthScore': 69, 'riskScore': 60, 'finalScore': 84}","{'1y': 78.5, '3y': 70.5, '5y': 62.5}","{'1y': 91.5, '3y': 68.5, '5y': 45.5}","{'1y': 25091.0, '3y': 28323.0, '5y': 31555.0}",23475,0.0739,0.2069,32.3,0.096,0.357,0.253,0.2,138279,137027,71624,0.0097,0.684,0.316,0.041,1,0.089,"834 N State St, CHICAGO, IL, 60654",486377,173218,313159,2026,609354,2016-10-01T00:00:00.000,10.83,4,5.4,5.97,4.5,10,12,33,4,4,2,0.69,2,1,1,3,4,0.69
2595660-20260516,41.8920941369,-87.6115698839,NEAR NORTH SIDE,60611,business_candidate,0,Limited Business License,0.0,0.375,126812,0.0198,"[{""year"": 2022, ""crime_count"": 23, ""violent_crime_count"": 2}, {""year"": 2023, ""crime_count"": 14, ""violent_crime_count"": 2}, {""year"": 2024, ""crime_count"": 23, ""violent_crime_count"": 6}, {""year"": 2025, ""crime_count"": 14, ""violent_crime_count"": 4}]","[{""year"": 2022, ""permit_count"": 33}, {""year"": 2023, ""permit_count"": 55}, {""year"": 2024, ""permit_count"": 60}, {""year"": 2025, ""permit_count"": 56}]","[{""year"": 2021, ""population"": 34562}, {""year"": 2022, ""population"": 35247}]",0.0291,5,0,22,Grand & Streeter,14,-0.391304347826087,-0.06666666666666667,0.971722864639005,0.8067666666666666,0.019819454892656675,88,70,60,84,"{'investmentScore': 89, 'growthScore': 74, 'riskScore': 70, 'finalScore': 83}","{'investmentScore': 92, 'growthScore': 81, 'riskScore': 60, 'finalScore': 89}","{'investmentScore': 93, 'growthScore': 85, 'riskScore': 60, 'finalScore': 91}","{'1y': 14.0, '3y': 10.400000000000091, '5y': 6.800000000000182}","{'1y': 69.5, '3y': 84.29999999999927, '5y': 99.09999999999854}","{'1y': 35932.0, '3y': 37302.0, '5y': 38672.0}",35247,0.0198,0.0554,33.5,0.098,0.306,0.246,0.164,126812,135087,73772,-0.0194,0.697,0.303,0.037,1,0.075,"770 E Chestnut St, CHICAGO, IL, 60611",388106,102428,285678,2026,203419,2020-09-01T00:00:00.000,6.75,4,5.3,5.59,4.8,5,22,31,7,4,2,0.82,2,2,0,2,4,0.62
2124528-20260516,41.884821249,-87.6531394021,NEAR WEST SIDE,60607,business_candidate,0,Wholesale Food Establishment,0.4583,1.0417,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 39, ""violent_crime_count"": 9}, {""year"": 2023, ""crime_count"": 72, ""violent_crime_count"": 8}, {""year"": 2024, ""crime_count"": 32, ""violent_crime_count"": 2}, {""year"": 2025, ""crime_count"": 35, ""violent_crime_count"": 3}]","[{""year"": 2022, ""permit_count"": 147}, {""year"": 2023, ""permit_count"": 136}, {""year"": 2024, ""permit_count"": 79}, {""year"": 2025, ""permit_count"": 106}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.2215,35,5,49,Madison & Morgan,12,0.09375,0.34177215189873417,0.8186655751125665,0.7458333333333333,-0.039779926642214074,81,64,77,74,"{'investmentScore': 78, 'growthScore': 60, 'riskScore': 64, 'finalScore': 76}","{'investmentScore': 76, 'growthScore': 60, 'riskScore': 60, 'finalScore': 76}","{'investmentScore': 76, 'growthScore': 60, 'riskScore': 60, 'finalScore': 76}","{'1y': 31.5, '3y': 21.100000000000364, '5y': 10.700000000000728}","{'1y': 72.0, '3y': 36.0, '5y': 0.0}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,31.8,0.132,0.333,0.252,0.138,119500,107414,51014,0.0283,0.569,0.431,0.052,17,0.122,"242 N Ashland Ave, CHICAGO, IL, 60607",444496,221670,222826,2026,402738,2008-01-01T00:00:00.000,18.08,4,4.1,4.1,2.8,8,11,34,3,4,3,0.69,2,3,0,4,4,0.81
2578438-20260516,41.8917281777,-87.6317258192,NEAR NORTH SIDE,60654,business_candidate,0,Tavern,1.0444,-0.0341,138279,0.0739,"[{""year"": 2022, ""crime_count"": 157, ""violent_crime_count"": 31}, {""year"": 2023, ""crime_count"": 153, ""violent_crime_count"": 39}, {""year"": 2024, ""crime_count"": 134, ""violent_crime_count"": 32}, {""year"": 2025, ""crime_count"": 113, ""violent_crime_count"": 21}]","[{""year"": 2022, ""permit_count"": 235}, {""year"": 2023, ""permit_count"": 213}, {""year"": 2024, ""permit_count"": 254}, {""year"": 2025, ""permit_count"": 231}]","[{""year"": 2021, ""population"": 21859}, {""year"": 2022, ""population"": 23475}]",0.0402,92,28,85,Grand & Clark,57,-0.15671641791044777,-0.09055118110236221,0.9613535858488752,0.902325,0.07392835902831786,91,74,60,87,"{'investmentScore': 92, 'growthScore': 76, 'riskScore': 63, 'finalScore': 86}","{'investmentScore': 92, 'growthScore': 76, 'riskScore': 60, 'finalScore': 87}","{'investmentScore': 92, 'growthScore': 76, 'riskScore': 60, 'finalScore': 88}","{'1y': 101.5, '3y': 71.29999999999927, '5y': 41.099999999998545}","{'1y': 240.5, '3y': 246.30000000000018, '5y': 252.10000000000036}","{'1y': 25091.0, '3y': 28323.0, '5y': 31555.0}",23475,0.0739,0.2069,32.9,0.101,0.295,0.237,0.166,138279,145274,73541,0.0585,0.675,0.325,0.036,1,0.084,"512 N Larrabee St, CHICAGO, IL, 60654",274135,102490,171645,2026,618314,2022-05-01T00:00:00.000,4.42,2,5.6,5.11,4.0,10,16,49,7,4,2,0.97,1,3,0,1,4,0.56
1718677-20260516,41.8843278017,-87.658457243,NEAR WEST SIDE,60607,business_candidate,0,Tobacco,0.55,1.2632,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 34, ""violent_crime_count"": 7}, {""year"": 2023, ""crime_count"": 52, ""violent_crime_count"": 10}, {""year"": 2024, ""crime_count"": 34, ""violent_crime_count"": 3}, {""year"": 2025, ""crime_count"": 37, ""violent_crime_count"": 4}]","[{""year"": 2022, ""permit_count"": 98}, {""year"": 2023, ""permit_count"": 114}, {""year"": 2024, ""permit_count"": 52}, {""year"": 2025, ""permit_count"": 89}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.2008,31,9,43,Madison & Racine,13,0.08823529411764706,0.7115384615384616,0.832778147901399,0.7458333333333333,-0.039779926642214074,83,68,77,77,"{'investmentScore': 78, 'growthScore': 60, 'riskScore': 70, 'finalScore': 74}","{'investmentScore': 76, 'growthScore': 60, 'riskScore': 67, 'finalScore': 74}","{'investmentScore': 76, 'growthScore': 60, 'riskScore': 64, 'finalScore': 75}","{'1y': 37.0, '3y': 35.200000000000045, '5y': 33.40000000000009}","{'1y': 66.0, '3y': 48.20000000000073, '5y': 30.400000000001455}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,32.8,0.106,0.272,0.219,0.165,119500,106981,46378,0.0231,0.574,0.426,0.052,17,0.143,"186 N Halsted St, CHICAGO, IL, 60607",401071,120938,280133,2026,257725,2005-08-01T00:00:00.000,21.67,3,4.1,3.76,2.8,6,11,29,2,5,4,0.64,2,5,0,4,5,1.0
2138507-20260516,41.8874660026,-87.6613909907,NEAR WEST SIDE,60607,business_candidate,0,Tobacco,0.35,0.9444,119500,-0.0398,"[{""year"": 2022, ""crime_count"": 22, ""violent_crime_count"": 3}, {""year"": 2023, ""crime_count"": 43, ""violent_crime_count"": 8}, {""year"": 2024, ""crime_count"": 32, ""violent_crime_count"": 6}, {""year"": 2025, ""crime_count"": 22, ""violent_crime_count"": 4}]","[{""year"": 2022, ""permit_count"": 69}, {""year"": 2023, ""permit_count"": 78}, {""year"": 2024, ""permit_count"": 39}, {""year"": 2025, ""permit_count"": 73}]","[{""year"": 2021, ""population"": 29990}, {""year"": 2022, ""population"": 28797}]",0.2825,27,10,35,Ashland & Carroll,13,-0.3125,0.8717948717948718,0.7797270955165693,0.7458333333333333,-0.039779926642214074,83,70,60,82,"{'investmentScore': 78, 'growthScore': 60, 'riskScore': 86, 'finalScore': 69}","{'investmentScore': 76, 'growthScore': 60, 'riskScore': 79, 'finalScore': 71}","{'investmentScore': 76, 'growthScore': 60, 'riskScore': 72, 'finalScore': 73}","{'1y': 27.0, '3y': 24.800000000000182, '5y': 22.600000000000364}","{'1y': 58.0, '3y': 52.600000000000364, '5y': 47.20000000000073}","{'1y': 27604.0, '3y': 25218.0, '5y': 22832.0}",28797,-0.0398,-0.1114,32.9,0.12,0.311,0.23,0.141,119500,111549,45667,0.0576,0.572,0.428,0.055,19,0.124,"387 N Throop St, CHICAGO, IL, 60607",270540,78072,192468,2026,414426,2005-05-01T00:00:00.000,21.42,3,3.7,3.7,3.1,10,9,41,2,5,5,0.78,1,3,0,2,5,0.69
2284401-20260516,41.8677692743,-87.6323464929,LOOP,60605,business_candidate,0,Limited Business License,-0.0294,0.6364,116462,0.0697,"[{""year"": 2022, ""crime_count"": 65, ""violent_crime_count"": 16}, {""year"": 2023, ""crime_count"": 61, ""violent_crime_count"": 9}, {""year"": 2024, ""crime_count"": 41, ""violent_crime_count"": 11}, {""year"": 2025, ""crime_count"": 59, ""violent_crime_count"": 21}]","[{""year"": 2022, ""permit_count"": 38}, {""year"": 2023, ""permit_count"": 32}, {""year"": 2024, ""permit_count"": 40}, {""year"": 2025, ""permit_count"": 35}]","[{""year"": 2021, ""population"": 32077}, {""year"": 2022, ""population"": 34314}]",0.0329,33,7,18,Roosevelt & Delano,27,0.43902439024390244,-0.125,0.9681479330041631,0.7205166666666667,0.06973844187424011,87,74,95,75,"{'investmentScore': 88, 'growthScore': 76, 'riskScore': 60, 'finalScore': 86}","{'investmentScore': 88, 'growthScore': 75, 'riskScore': 60, 'finalScore': 86}","{'investmentScore': 88, 'growthScore': 75, 'riskScore': 60, 'finalScore': 86}","{'1y': 47.0, '3y': 39.399999999999636, '5y': 31.799999999999272}","{'1y': 36.0, '3y': 35.80000000000001, '5y': 35.60000000000002}","{'1y': 36551.0, '3y': 41025.0, '5y': 45499.0}",34314,0.0697,0.1952,37.8,0.081,0.36,0.203,0.148,116462,118477,80796,0.0526,0.85,0.15,0.039,1,0.085,"769 S Wabash Ave, CHICAGO, IL, 60605",259531,128431,131100,2026,355709,2010-08-01T00:00:00.000,16.67,4,3.9,4.18,4.0,5,26,63,2,7,2,1.0,2,2,0,1,7,0.75
